label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.2570891819063503,0.9999965165980544,-1.0612075129756704e-07,0.5791411663551866,0.8826742174999379,-0.019399292767047882,0.799904496932273,0.5215005190012837,-0.02454831637442112,0.8763266404223437,0.2176679818087552,-0.02903583087027073,0.9999934041499143,0.0,-0.030151963233947754,0.6351631039385002,0.3230724948047347,-0.010801487602293491,0.7313178960096455,0.18684742423778944,-0.03876890987157822,0.683127962704063,0.42853016029622204,-0.05130821466445923,0.6271398354446651,0.6159562408034654,-0.05429269000887871,0.42786335885925175,0.31037600388071496,-0.010724197141826153,0.5139660664299746,0.19630067861462397,-0.04270939901471138,0.479369849054975,0.5044142755918208,-0.0499441921710968,0.4440742297468838,0.700124463201663,-0.047462645918130875,0.2166131133164449,0.3370256477563361,-0.015222901478409767,0.2861363781545253,0.23822720096961958,-0.04756702482700348,0.2962672878868673,0.5392517914854007,-0.04237809032201767,0.28938413496693083,0.7218652872528978,-0.030104056000709534,0.0,0.3903820329148622,-0.021074505522847176,0.068053891749306,0.31438289229695354,-0.04369429498910904,0.12198587954267302,0.5298072574398603,-0.04027285426855087,0.14633304762327662,0.6654790022234922,-0.03180282190442085
A,0.24796141699496457,0.9999964646475035,-9.475202489284129e-08,0.5660126294246313,0.8744453379892878,-0.018793314695358276,0.7847971050739013,0.5144452199415505,-0.023795902729034424,0.8669574909904951,0.21111337342121944,-0.02861534059047699,0.9999932915642646,0.0,-0.030306825414299965,0.6300834236659947,0.3240835737934736,-0.006976841017603874,0.7178793508580098,0.17961180110461966,-0.03576649725437164,0.6672978288386542,0.4184008522525418,-0.05021559074521065,0.6151630742320717,0.6017310789979041,-0.05440342053771019,0.4262300935067307,0.3114401680106016,-0.007228344678878784,0.505226835137023,0.19747419407123146,-0.039076510816812515,0.47002509471601905,0.5021657335217954,-0.04738197103142738,0.4425989137984806,0.6929317579314944,-0.045648880302906036,0.21651090620893754,0.3403558477594595,-0.012293688952922821,0.28105152881688383,0.23834642658380678,-0.04450199753046036,0.2831535609216724,0.5365680192101306,-0.039696548134088516,0.27617111168639175,0.7156673409336846,-0.02750207856297493,0.0,0.39477306624894043,-0.018780313432216644,0.05567046297382473,0.3104519804869553,-0.04068264737725258,0.1070332995704596,0.5228075685263419,-0.03698371350765228,0.13498488855071294,0.6605328198894553,-0.02824876457452774
A,0.25557736308230583,0.9999964489070449,-1.1144253875272625e-07,0.5730015409533511,0.8755891485037541,-0.017823010683059692,0.7888659457864057,0.5102084641930512,-0.022459225729107857,0.8638028222253135,0.20236757180604878,-0.02697088196873665,0.9999932773726045,0.0,-0.028509099036455154,0.6325353160434374,0.3312495049863436,-0.007271114736795425,0.7122030548820241,0.1739967638554112,-0.03389677777886391,0.6637790829421939,0.40810903006064153,-0.046766843646764755,0.6129114431630852,0.5831817758333159,-0.0504002682864666,0.4245795235156776,0.3224298821832598,-0.007782372180372477,0.500738734748997,0.18878810217392758,-0.0368969589471817,0.4679618903470708,0.48898345884254346,-0.044016823172569275,0.4374938782957101,0.6732101469694606,-0.04222387820482254,0.2143607787664985,0.3519306457678718,-0.012834875844419003,0.2774183080549313,0.2372448583908295,-0.04311041906476021,0.2801687116047891,0.531756041874022,-0.03825022652745247,0.2702401715176129,0.7049765366861437,-0.026668086647987366,0.0,0.40532694954121484,-0.0191750917583704,0.05738522266666885,0.3090509619495072,-0.039754804223775864,0.10850710648021593,0.5152227283063515,-0.03588062897324562,0.13290872363893788,0.6513207357493179,-0.027574587613344193
A,0.25703992845996776,0.9999965554276481,-1.6351486920029856e-07,0.5767043421711896,0.8590866778857836,-0.016068533062934875,0.7892880146656824,0.49594058389389684,-0.020000146701931953,0.8689878296496096,0.20133868778518693,-0.023955978453159332,0.9999932848152834,0.0,-0.02529907040297985,0.631575464579294,0.34024245677773024,-0.00803687795996666,0.6946556415138339,0.19046574780412556,-0.0334029421210289,0.64396279357373,0.41800888204995723,-0.04540557786822319,0.5982433290422038,0.589101751899232,-0.048846010118722916,0.41814905265646757,0.33760573084950823,-0.009023205377161503,0.48136951938897976,0.2041104066896835,-0.03742574155330658,0.45525280236272825,0.4944243509968815,-0.04386914148926735,0.4292743738534511,0.6780876846718381,-0.04207862913608551,0.21006265882108524,0.370515786590176,-0.014152809977531433,0.2591726936197284,0.2504503644289385,-0.04355350136756897,0.2761293473892093,0.5359163670596606,-0.03838146850466728,0.2727465821179853,0.7121560109458183,-0.027166586369276047,0.0,0.42443557428318324,-0.02041049115359783,0.05146574266160103,0.32578989315963947,-0.04101826995611191,0.10744957730469365,0.5268142474898053,-0.03724160045385361,0.13243777197607132,0.6611902596674699,-0.029249878600239754
A,0.25168799558172905,0.9999965178350925,-1.3400337195434986e-07,0.5754977781711795,0.8619348258120806,-0.01774284802377224,0.7904535712571243,0.5014404423441945,-0.022277576848864555,0.8690686995383273,0.20219231070323004,-0.0266501996666193,0.9999932538508773,0.0,-0.02784605696797371,0.6290619629382543,0.33538916321595774,-0.008083746768534184,0.7033267516066266,0.183121596033526,-0.035086944699287415,0.6513918834225253,0.4172601843153076,-0.04756733402609825,0.5991940406467988,0.5922769315729967,-0.0508134625852108,0.4177550428365625,0.33113473767383544,-0.008712791837751865,0.49308700974067304,0.19483102127487356,-0.039046306163072586,0.46414432374176984,0.4901659448384074,-0.0460648387670517,0.43569159881304265,0.6755871265775605,-0.04401278868317604,0.2101098629774293,0.3639089449766296,-0.01388061698526144,0.27214331737157194,0.24689221368423833,-0.04503842815756798,0.2835314441249488,0.5362195098052543,-0.04003886133432388,0.27600047909965014,0.712151151578978,-0.028186719864606857,0.0,0.4177196033287473,-0.020353874191641808,0.06133399827467512,0.32273319159521474,-0.041678380221128464,0.11538331889006127,0.5239365112891652,-0.03811366483569145,0.14012142718662932,0.6579552744832668,-0.029925113543868065
A,0.23950641421019603,0.9999965416264576,-1.562140141686541e-07,0.5700492480129976,0.8577835055833636,-0.016683924943208694,0.7863405719575011,0.4986414894106011,-0.021064359694719315,0.8654890014289411,0.2012533313673586,-0.025421669706702232,0.9999932952103382,0.0,-0.026911724358797073,0.6244182097242313,0.32783122420050015,-0.0075735063292086124,0.7006530885190199,0.18720027525329908,-0.033644963055849075,0.6438667249775871,0.41666639377674086,-0.04605132341384888,0.5896989802975164,0.5916453296500658,-0.04957889765501022,0.4126287921472584,0.32319287465154434,-0.008368329145014286,0.4839697210639486,0.19346843217993273,-0.03785744681954384,0.4517779933524087,0.4860359141548296,-0.04482078552246094,0.4216192170560155,0.676172481217568,-0.043046530336141586,0.20712925511343344,0.3562829219681976,-0.013470880687236786,0.2656162722320544,0.23946284761822026,-0.04362490773200989,0.27704328152810254,0.5275331826058144,-0.038758616894483566,0.2692257900582004,0.7087698655818846,-0.027397623285651207,0.0,0.412299730324513,-0.019788257777690887,0.05900394706858996,0.31826583285792437,-0.040777795016765594,0.11236162834812942,0.5205546840332593,-0.037470150738954544,0.13706116878711916,0.6558325098803633,-0.029649127274751663
A,0.23948723557805346,0.999996557642631,-1.6948432346453046e-07,0.5661877706965838,0.8531018959204485,-0.016557561233639717,0.7784791509125787,0.49076731124834366,-0.020965179428458214,0.8613397863359159,0.1978714462397584,-0.025521785020828247,0.9999934119187993,0.0,-0.027360863983631134,0.6229828808278869,0.3224474977699228,-0.006496513728052378,0.6978361771430414,0.19400923132050313,-0.03268973529338837,0.6354801257969903,0.42299599082201844,-0.04560356214642525,0.5834189722955917,0.6003172774973818,-0.049566809087991714,0.41160605289019225,0.31741370226316007,-0.007460312452167273,0.47962553499355715,0.19524298159592915,-0.0372781939804554,0.4406473090387994,0.4887452575373303,-0.04432695731520653,0.41155637883986806,0.6849236569788718,-0.042398352175951004,0.20618716588959896,0.3508497094364763,-0.01282932423055172,0.26210365398453606,0.24062716154718425,-0.04353886470198631,0.26895985096998937,0.5300946657787707,-0.038608528673648834,0.262800857750153,0.7157386885961774,-0.026933295652270317,0.0,0.40779129592593155,-0.019393330439925194,0.05736763792081009,0.3171572266529351,-0.04074906185269356,0.10763188664526516,0.522285496398642,-0.03718900680541992,0.13248344097621512,0.6591852010001145,-0.029001763090491295
A,0.2412095901747907,0.9999965791426717,-1.8707085303049098e-07,0.5665144456476423,0.8486050484072742,-0.016465067863464355,0.7693411136478425,0.4897379396774619,-0.021304026246070862,0.8541206255862759,0.19616468955052496,-0.02649495378136635,0.9999934194590525,0.0,-0.029332704842090607,0.6264782989772548,0.32268258299805036,-0.005326449871063232,0.6910290954629789,0.19497361362448917,-0.03165155649185181,0.6305904467431852,0.41617709864145147,-0.04557378590106964,0.5922479243415717,0.5885535052059597,-0.05061957240104675,0.41356502358019626,0.32117668703781116,-0.006588486488908529,0.4740721165755674,0.20187406505423597,-0.03651126101613045,0.43454368433321655,0.49307454268245193,-0.04380563274025917,0.4123628361610265,0.6897281820011244,-0.04215853288769722,0.20664052423847024,0.35574286651861947,-0.01240620855242014,0.254166346491641,0.2489675943287124,-0.043306365609169006,0.2629962463873509,0.5299941242583223,-0.038618333637714386,0.2647652073206155,0.7122241532146144,-0.027167988941073418,0.0,0.4136505863073747,-0.019436053931713104,0.04909945224524557,0.3182273901565059,-0.04106907919049263,0.09990216676381738,0.5219896617695118,-0.037580136209726334,0.12856345230616206,0.6603475615292936,-0.02944742888212204
A,0.23605572337454217,0.9999965205107662,-1.643976332843522e-07,0.5564484933426992,0.8693382696509496,-0.016720963642001152,0.7822493667333014,0.5024828370184368,-0.02080487087368965,0.8668159628541444,0.20259338474925473,-0.02472335286438465,0.9999934054760257,0.0,-0.025783004239201546,0.6315815472486834,0.3363041600737629,-0.00914161279797554,0.7011340713381903,0.17552622298607418,-0.034334201365709305,0.6426655662868836,0.40954971118167816,-0.04572031646966934,0.585842035159293,0.5847069807402504,-0.04870134964585304,0.4204883522995641,0.3274798683873864,-0.009933208115398884,0.48626215313563154,0.18358118766889914,-0.038008444011211395,0.44986911952774195,0.47855333484192064,-0.04396003112196922,0.41475098984376463,0.6649032286699823,-0.04188438504934311,0.2117309417092697,0.35525642036909993,-0.014910662546753883,0.26602412166985395,0.2272761409160389,-0.04389515519142151,0.2724367685225337,0.519061890978246,-0.03831522911787033,0.26094101467308084,0.698582102219987,-0.026983577758073807,0.0,0.4036840983017894,-0.021089540794491768,0.05312479645084807,0.3046222806515917,-0.04137929901480675,0.10169083362636559,0.508837795380164,-0.03745969757437706,0.12350648959461509,0.6436435058482901,-0.029486801475286484
A,0.25543486815903066,0.9999965006632158,-1.6734016128339135e-07,0.5619842675331033,0.8665134447602988,-0.016031060367822647,0.7829288860571917,0.5037987268557114,-0.0201614648103714,0.8743195629648486,0.2103041584257801,-0.024344630539417267,0.9999933091240755,0.0,-0.02617190033197403,0.6381983332969265,0.3254729263271915,-0.007167343515902758,0.6991241218777553,0.17801314401627408,-0.03152374178171158,0.6482813778258857,0.40405910939367057,-0.0439511314034462,0.6119097548347214,0.5840857488342042,-0.048118703067302704,0.42881792954981185,0.32708105288450656,-0.00828658975660801,0.48491296551507757,0.18942750534559544,-0.035783201456069946,0.4529553415290361,0.47793562998749406,-0.042308785021305084,0.4301072734948392,0.6733584647446932,-0.040668606758117676,0.21610728558836054,0.35864684601777597,-0.0135412672534585,0.2631854882950136,0.2401620210383524,-0.042135924100875854,0.2801146580427513,0.5219549136989232,-0.03706853836774826,0.28067657750410097,0.7062641547656658,-0.026118511334061623,0.0,0.4091076047576826,-0.01989443600177765,0.056276692682543726,0.3132806780983232,-0.039416056126356125,0.10362428970867281,0.5166003319895337,-0.03474891185760498,0.12100889737327448,0.6524732600187434,-0.026322904974222183
